"","X","T8724","X3720","X7910","F2673","T1820","F8903","F6962","T8546","T2100","F6350","F3892","T2413","F9135","R3221","X8719","R7919","R9150","F2601","R8774","T4070","R3762","T6591","F8011","T5062","R5657","T5282","F0763","X7790","T5177","T4954"
"66","Q99973_S397",-1.470588235,0.8039215686,-1.764705882,-2.823529412,-1.019607843,-5,-1.019607843,1.058823529,-1.333333333,-5,-3.568627451,-5,-1.470588235,-1.960784314,-2.764705882,0.6078431373,-5,-5,-0.3725490196,0.1960784314,-0.07843137255,1.745098039,1.294117647,0.6470588235,1.647058824,1.274509804,0.5294117647,0.8823529412,0.5294117647,0.1568627451
"67","Q13153_S144",-0.3529411765,-1.745098039,-4.274509804,0.6862745098,-3.509803922,-0.8039215686,-2.019607843,-0.2941176471,-2.980392157,-0.7058823529,-5,-4.529411765,-1.31372549,-5,-5,-4.921568627,-5,-3.666666667,0.5098039216,0.6666666667,-0.1176470588,2.62745098,0.6666666667,1.137254902,0.8823529412,1.37254902,0.431372549,0.5882352941,0.1176470588,0.9215686275
"68","P19634_S703",-0.8823529412,-1,-0.3333333333,-0.9019607843,0.6470588235,-1.039215686,-1.607843137,-1.333333333,-3.803921569,-0.568627451,-0.7843137255,-1.254901961,-0.1568627451,-3.078431373,-5,0.4705882353,0.1960784314,-2.352941176,-0.4901960784,0.3725490196,-0.2156862745,1.019607843,-0.6470588235,1.529411765,0.8039215686,0.4509803922,0.6862745098,1.333333333,0.4705882353,1.215686275
"69","Q09666_S5110",-1.745098039,-1.078431373,-1.392156863,-2.941176471,-1.529411765,-1.705882353,-2.470588235,-1.31372549,-3.215686275,-5,-0.9019607843,-3.058823529,-2.098039216,-2.450980392,-2.019607843,0.7647058824,0.3921568627,-4.019607843,0.03921568627,0.1568627451,-0.7058823529,0.4117647059,0.3725490196,1.470588235,2.156862745,1.705882353,1.098039216,1.62745098,-0.7647058824,0.3529411765
"70","Q09666_T4564",-2.470588235,-2.470588235,-5,-5,-2.137254902,-2.862745098,-3.960784314,-1.333333333,-3.098039216,-4.31372549,-1.333333333,-2.37254902,-4.294117647,-2.450980392,-5,-1.098039216,-2.745098039,-5,-0.3137254902,0.1568627451,-1.235294118,2.529411765,2.019607843,0.7647058824,2.411764706,-0.05882352941,1.235294118,1.392156863,-0.8823529412,0.5490196078
"71","Q5JSL3_S12",-1.078431373,-0.1176470588,-0.8823529412,-1.215686275,-0.4901960784,-2.509803922,-0.3137254902,-0.4117647059,-1.568627451,-1.058823529,0.7254901961,-1.078431373,-0.5294117647,-1.039215686,-3.431372549,-0.1960784314,0.3333333333,-2.568627451,0.2745098039,-1.509803922,1.058823529,0.03921568627,1.431372549,1.235294118,0.9607843137,0,0.3333333333,0.4705882353,0.9411764706,0.5098039216
"72","O43586_S312",-3.196078431,-0.8235294118,-4.764705882,-5,-3.823529412,-5,-2.862745098,-1.411764706,-4.588235294,-4.254901961,-4.745098039,-5,-1.725490196,-5,-4.647058824,0.2352941176,0.5882352941,-4.196078431,-1.215686275,-2.274509804,-0.9607843137,2.019607843,1.941176471,2.274509804,0.9803921569,-0.5882352941,1.490196078,1.411764706,0.3333333333,1.117647059
"73","Q9UKK3_S1335",-2.352941176,-0.03921568627,-1.647058824,-3.019607843,-0.1176470588,-4.470588235,-0.1960784314,0.431372549,-0.2352941176,-3.823529412,-2.490196078,-1.68627451,-0.9803921569,-2.745098039,-5,0.7254901961,-5,-1,-1.411764706,-0.8235294118,1.196078431,1.68627451,1.156862745,0,1.196078431,1.529411765,1.019607843,0.2156862745,-0.137254902,1.019607843
"74","O14974_S445",-1.431372549,-0.07843137255,-0.6666666667,-1.529411765,-0.7843137255,-1.921568627,-0.7058823529,-0.9607843137,-1.156862745,-1.666666667,-0.2352941176,-2.098039216,-0.4705882353,-1.431372549,-0.1176470588,0.7450980392,-3.019607843,-0.09803921569,0.1568627451,-0.5098039216,0.1568627451,-1.058823529,-0.8235294118,1.078431373,1.196078431,0.9215686275,1.235294118,1.333333333,1.078431373,0.9215686275
"75","Q4ADV7_S1037",-0.6666666667,0.2941176471,-1.431372549,-1.215686275,-1.196078431,-2.764705882,-1.764705882,-0.9411764706,-5,-2.215686275,0.568627451,-5,-1.411764706,-5,-2.882352941,0.05882352941,-0.5490196078,-5,-1.411764706,-0.1960784314,0.2941176471,2.254901961,1.37254902,0.4705882353,1.137254902,0.431372549,0.7254901961,0.7450980392,0.5490196078,1.294117647
"76","A6NMY6_Y24",-3,-1.745098039,-5,-5,-4.215686275,-1.509803922,-4.941176471,-5,-3.68627451,-5,-5,-5,-5,-5,-5,1.078431373,-4.62745098,-4.941176471,-0.5098039216,-1.37254902,-1.725490196,1.450980392,0.2745098039,2.705882353,1.745098039,1.215686275,1.274509804,1.37254902,-0.03921568627,1.725490196
"77","Q6PJF5_S113",-4.862745098,0.6470588235,-1.117647059,-4.588235294,-3.921568627,-5,-5,-0.431372549,-2.980392157,-3.019607843,-3.039215686,-1.901960784,-2.568627451,-5,-4.705882353,0.5882352941,-2.098039216,-5,1.098039216,-1.568627451,-0.3921568627,2.254901961,0.3529411765,0,1.823529412,1.941176471,0.2745098039,1.235294118,-0.862745098,1.431372549
"78","Q9Y572_S410",-1.254901961,0.8431372549,-1.254901961,-0.862745098,-0.3333333333,-1.921568627,-1.509803922,0.3333333333,-2.803921569,-1.764705882,-0.07843137255,-2.254901961,-1.274509804,-3.274509804,-0.9607843137,0.6078431373,-2.137254902,-5,-0.5294117647,1,0.6274509804,0.4901960784,-0.1960784314,0.1960784314,1.588235294,0.4705882353,0.5098039216,1.176470588,0.2156862745,1.509803922
"79","O75427_S432",-3.68627451,-0.3137254902,-1.470588235,-3.352941176,-1.607843137,-3.098039216,-1.137254902,0.4705882353,-1.901960784,-1.215686275,0.8039215686,-0.7843137255,-0.8823529412,-0.8431372549,-1.196078431,-0.09803921569,-0.8039215686,-4.196078431,0.6862745098,-3.176470588,0.7058823529,0.6078431373,1.62745098,1.588235294,0.8235294118,-0.9803921569,1.137254902,0.8235294118,0.2352941176,0.862745098
"80","Q09666_S3426",-1.058823529,-0.9607843137,-0.9215686275,-1.901960784,0.9607843137,-1.37254902,-1.37254902,0.2352941176,-2.68627451,-4.843137255,-0.9607843137,-0.3725490196,-1.607843137,-0.5882352941,-2.666666667,-0.3137254902,-2.549019608,-3.68627451,-0.3137254902,0.8039215686,-1.078431373,0.1176470588,1.37254902,0.4705882353,0.5882352941,1.607843137,1.235294118,1.725490196,-0.3529411765,0.6274509804
"81","P08670_S34",-5,0.3725490196,-1,-2.62745098,-0.7843137255,-2.039215686,-1.294117647,-0.8039215686,-0.2156862745,-2.666666667,-1.039215686,-3.823529412,0,-0.4117647059,-4.215686275,-0.09803921569,-1.470588235,-1.764705882,-0.6470588235,-3.039215686,0.862745098,0.5098039216,0.1568627451,1.960784314,1.725490196,0.4705882353,1.098039216,1.392156863,0.4117647059,0.5098039216
"82","Q9BXB4_S172",-0.7647058824,0.6666666667,-1.235294118,-0.568627451,-1.078431373,-2.117647059,-1.705882353,-1.019607843,-2.745098039,-1.156862745,-1.745098039,-3.098039216,-1.215686275,-1.745098039,-1.333333333,0.9803921569,-1.666666667,-2.745098039,0.2156862745,-0.1764705882,-0.5490196078,0.6666666667,-1.549019608,1.215686275,1.62745098,1.470588235,0.9607843137,0.8431372549,0.1568627451,1.529411765
"83","P08670_S51",-3.039215686,0.05882352941,-0.7450980392,-3.176470588,-0.5882352941,-3.254901961,-1.921568627,-0.6470588235,-0.8039215686,-1.509803922,-1.019607843,-2.980392157,-0.4117647059,-1.274509804,0.07843137255,0.9411764706,-1.588235294,-1.274509804,-0.03921568627,-0.862745098,0.862745098,-1.176470588,0.431372549,1.450980392,1.705882353,0.8235294118,1,1.333333333,0.2156862745,0.568627451
"84","Q14204_S4368",-0.3333333333,0.6666666667,-1.803921569,-1.117647059,0.2156862745,-2.235294118,-0.9607843137,-0.5490196078,-5,-0.3333333333,0.137254902,-2.62745098,-1.450980392,-1.941176471,-3.803921569,0.9607843137,0.1176470588,-2.745098039,0.3333333333,0.6862745098,0.4117647059,1.294117647,0.431372549,0.4705882353,1.078431373,0.5882352941,0.1568627451,0.2745098039,0.01960784314,1.039215686
"85","O95544_S46",-4.490196078,-0.431372549,-5,-5,-1.137254902,-4.588235294,-3.039215686,-1.882352941,-3.980392157,-3.176470588,-0.4509803922,-5,-1.196078431,-4.588235294,-3.058823529,1.196078431,-1.058823529,-5,-0.1568627451,-3.37254902,-1.274509804,0.7843137255,0.05882352941,2.117647059,1.392156863,1.078431373,1.862745098,1.568627451,-0.1176470588,1.68627451
"86","Q09666_S3426",-1.392156863,-1.117647059,-1.31372549,-2.470588235,1.235294118,-1.31372549,-1.862745098,0.2156862745,-2.941176471,-5,-1.588235294,-0.2352941176,-2.215686275,-0.6862745098,-3.137254902,0.4509803922,-5,-4.137254902,0.05882352941,0.6666666667,-0.8235294118,0.1764705882,0.8823529412,0.5490196078,0.8823529412,1.588235294,1.254901961,1.725490196,-0.137254902,0.6470588235
"87","Q09666_S5031",-2.392156863,-1.019607843,-2.803921569,-1.411764706,-1.529411765,0.1568627451,-2.411764706,0.6078431373,-1.196078431,-4.882352941,0.1568627451,-1.058823529,-1.882352941,0.2549019608,-0.6666666667,-0.431372549,-1.725490196,-5,-0.8235294118,-2.019607843,0.07843137255,0.1960784314,1.431372549,1.470588235,1.450980392,0.862745098,1.549019608,1,0.03921568627,0.4901960784
"88","Q04637_S1092",-5,-0.2745098039,-5,-5,-5,-5,0.4117647059,-5,-5,-1.529411765,-5,-5,-5,-5,-5,0.6274509804,-5,-5,-5,-5,-0.3725490196,1.764705882,-0.2549019608,1.607843137,1.68627451,2.078431373,2.235294118,1.392156863,-1.490196078,1.450980392
"89","O15553_S242",-1.529411765,-1.666666667,-2.980392157,-2.549019608,-3.823529412,-5,-2.607843137,-3.333333333,-5,-5,-2.647058824,-3,-1.470588235,-5,0.07843137255,1.078431373,-0.7058823529,-1.960784314,0.4705882353,0.01960784314,-1.745098039,1.058823529,-1.568627451,1.37254902,1.274509804,0.9019607843,1.607843137,1.941176471,-1.235294118,2.215686275
"90","Q13177_S141",-1.058823529,0.1568627451,-0.3137254902,-0.1176470588,0.2352941176,-1.156862745,0.4509803922,-0.01960784314,-0.4705882353,-1.117647059,-1.31372549,-0.6666666667,-1.058823529,-2.294117647,-3.31372549,-0.862745098,-3.588235294,-1.68627451,0.4901960784,-0.6470588235,0.5882352941,-0.5882352941,0.568627451,1.019607843,0.2156862745,1.705882353,0.1764705882,0.3137254902,1.137254902,1.039215686
"91","P28482_Y187",-4.980392157,-3.058823529,-4.039215686,-5,-5,-0.568627451,-5,-5,-2.588235294,-5,-1.784313725,-2.450980392,-1.921568627,-2.196078431,-5,0.1764705882,0.5098039216,-5,0.5882352941,-3.098039216,0.568627451,1.117647059,-1.098039216,2.019607843,1.509803922,2.490196078,0.6078431373,1.921568627,0.01960784314,-0.3529411765
"92","Q68CZ2_S776",-0.862745098,0.2156862745,0.05882352941,-0.4509803922,0.3333333333,-0.03921568627,-2.431372549,0.9019607843,-0.1960784314,-2.117647059,-5,0.2549019608,-0.568627451,-1.254901961,-4.470588235,-2.31372549,-5,-3.568627451,0.3529411765,1.333333333,0.137254902,-0.4117647059,1.117647059,0.05882352941,0.5098039216,0.8823529412,0.6274509804,0.4705882353,0.4705882353,1.039215686
"93","Q9BZW8_S334",-0.4705882353,-0.8431372549,0.7058823529,-0.2549019608,-2.392156863,-0.3529411765,-2.666666667,-5,-0.9019607843,-5,-1.529411765,-0.2549019608,-0.8823529412,-0.6274509804,-1.411764706,-0.7843137255,-2.156862745,-5,-1.235294118,-1.745098039,-0.7843137255,1.509803922,-0.3921568627,1.254901961,1.37254902,1.235294118,1.529411765,0.3725490196,0.5490196078,1.607843137
"94","Q09666_T4766",-1.843137255,-1.137254902,-2.823529412,-2.666666667,-0.9607843137,-1.62745098,-1.921568627,0.3137254902,-1.078431373,-5,-0.4509803922,-1.411764706,-2.098039216,-0.862745098,-4.784313725,-0.8039215686,-1.568627451,-5,-0.6862745098,0.6078431373,-0.2156862745,0.6862745098,2.607843137,0.9607843137,0.2352941176,0.8039215686,0.9215686275,1.549019608,0.5098039216,0.6078431373
"95","Q9NXR1_S231",-1.352941176,0.3137254902,-1.235294118,-2.549019608,-1.274509804,-4.352941176,-1.392156863,-1.039215686,-3.392156863,-2.450980392,0.4901960784,-3.62745098,0.4705882353,-1.823529412,-3.098039216,-0.6078431373,0.7058823529,-0.9411764706,0.3921568627,-1.823529412,0.2745098039,1.490196078,-0.3725490196,1.352941176,1.490196078,0.4509803922,1.254901961,0.3333333333,0.2352941176,1.098039216
"96","Q3V6T2_S1417",-1.039215686,-0.03921568627,-0.3333333333,-0.2745098039,-5,-1.431372549,-1.941176471,-1.901960784,-1.470588235,-0.137254902,0.6666666667,-0.3921568627,-5,-0.7450980392,-3.31372549,-1.450980392,-1.37254902,-4.294117647,1.117647059,-0.9803921569,0.3137254902,2.117647059,0.5882352941,0.5294117647,1.137254902,1.431372549,0.9215686275,-0.568627451,0.01960784314,0.3137254902
"97","Q05655_S645",-1.156862745,-0.1176470588,-0.07843137255,0,-0.4117647059,-1.607843137,-0.01960784314,0.7647058824,-1.31372549,-0.2156862745,0.3921568627,-1.725490196,-0.431372549,-2.37254902,-1.235294118,-0.6666666667,-0.9215686275,-1.274509804,0.137254902,-0.3137254902,0.8431372549,-0.6666666667,0.3921568627,1.215686275,0.4117647059,0.5098039216,0.7254901961,0.8039215686,0.5294117647,0.6274509804
"98","Q9UJU6_S269",-1.980392157,0.07843137255,-0.8235294118,-1.68627451,-0.568627451,-2.725490196,-0.9803921569,-0.8431372549,-2.019607843,-1.117647059,-0.1176470588,-2.549019608,-0.7843137255,-3.333333333,-0.8823529412,0.9411764706,-0.3137254902,-2.196078431,0.4509803922,-0.5490196078,-0.3137254902,-0.7843137255,0.07843137255,0.3529411765,1.411764706,1.431372549,1.68627451,1.196078431,0.3137254902,1.058823529
"99","Q6ZNJ1_S2739",-0.3137254902,-1.039215686,-0.2549019608,-1.235294118,0.3137254902,-2.666666667,-0.5294117647,-0.3137254902,-2.392156863,-1.117647059,-0.8823529412,-3.705882353,-0.6666666667,-2.705882353,-0.1960784314,0.5294117647,-0.8431372549,-1.470588235,-0.137254902,-0.4117647059,-0.03921568627,-0.3333333333,1.784313725,1.039215686,0.6862745098,0.2549019608,0.7058823529,1.176470588,0.137254902,1.333333333
"100","P08670_S325",-3.431372549,-1.294117647,-1.117647059,-3.549019608,0.137254902,-5,-1.784313725,1.117647059,-3.411764706,-2.333333333,-2.294117647,-3.039215686,-2.098039216,-2.62745098,-5,1.254901961,-5,-4.058823529,-0.09803921569,-0.4705882353,0.3529411765,1.274509804,0.01960784314,1,1.450980392,1.470588235,1.058823529,1.882352941,-0.5882352941,0.7058823529
"101","Q9UBW5_S458",-0.6470588235,-0.4901960784,-0.4705882353,-0.9607843137,-0.7254901961,-1.137254902,-0.3529411765,-0.2745098039,-0.9411764706,-1.411764706,0.01960784314,-1.058823529,-0.862745098,-1.725490196,-1.68627451,0.7843137255,-0.6274509804,-0.7647058824,0.2745098039,-0.3725490196,-0.03921568627,-0.5098039216,0.137254902,1.725490196,0.7058823529,0.5882352941,0.7450980392,1.137254902,0.5294117647,0.7843137255
"102","O75592_S3440",-0.03921568627,0.3725490196,0.01960784314,-1,-0.1568627451,-0.8431372549,-0.6862745098,-0.3137254902,-0.5098039216,-0.2549019608,0.8235294118,-1.215686275,-0.3529411765,-1.509803922,-3.31372549,-0.3333333333,-0.7450980392,-1.941176471,0.9411764706,0.1568627451,0.9019607843,1.019607843,0.4509803922,-0.07843137255,-0.09803921569,0.5098039216,-0.03921568627,0.1764705882,0.4901960784,0.6470588235
"103","Q09666_S4986",-2.568627451,-1.803921569,-2.392156863,-2.117647059,-0.1176470588,-1,-1.960784314,-0.7450980392,-4.862745098,-5,0.3725490196,-4.450980392,-1.294117647,-0.431372549,-0.9019607843,0.7254901961,0.1176470588,-4.509803922,-0.5882352941,-0.05882352941,-0.9803921569,1.803921569,1.215686275,0.9215686275,1,1.058823529,1.392156863,1.588235294,-0.8823529412,-0.1960784314
"104","Q92804_S97",-1.980392157,1,-0.1764705882,-5,-3.411764706,-5,-5,-0.3921568627,-5,-0.2745098039,-0.6666666667,-5,-0.7843137255,-5,-4.176470588,0.5098039216,-0.2745098039,-5,0.4705882353,0.3137254902,1.019607843,1.725490196,0.1568627451,-0.7058823529,1.980392157,0.5098039216,0.2549019608,0.8823529412,-0.4509803922,1.450980392
"105","Q12802_S983",-0.9019607843,0.2156862745,-3.254901961,-4.568627451,-3.37254902,-2.725490196,-2.764705882,-1.31372549,-2.725490196,-5,-2.725490196,-1.960784314,-2.294117647,-3.62745098,-4.764705882,1.62745098,-0.01960784314,-4.529411765,0.1176470588,0.09803921569,-0.5098039216,2.019607843,0.6470588235,0.8431372549,1.31372549,1.215686275,0.862745098,1.68627451,-0.5294117647,0.6666666667
"106","Q8N3D4_S1257",-1.039215686,-1.137254902,-1.196078431,-0.8235294118,0.2549019608,0.01960784314,-3.764705882,-0.6470588235,-1.137254902,-0.4509803922,-0.7254901961,-0.2549019608,-1.019607843,-5,-5,0.1960784314,-4.960784314,-1.098039216,0,-0.4705882353,-5,1.078431373,2.019607843,0.4901960784,1.196078431,1.098039216,0.6078431373,0.7647058824,1.098039216,0.3529411765
"107","Q96JY6_S161",-1.607843137,-1.039215686,-1.843137255,-2,0.3529411765,-0.9019607843,-1.823529412,-2.058823529,-5,-5,-5,-2.039215686,-0.9607843137,-2.901960784,-2.490196078,0.6274509804,-3.196078431,-5,-0.9019607843,-1.215686275,0.1960784314,2.411764706,0.9803921569,0.3921568627,0.6862745098,1.215686275,0.07843137255,2.039215686,1.156862745,0.6078431373
"108","O95544_S46",-2.941176471,-0.07843137255,-3.039215686,-3.647058824,-1.823529412,-5,-2.509803922,-1.882352941,-3.705882353,-2.588235294,-0.8039215686,-5,-1.450980392,-5,-1.588235294,1.37254902,-0.431372549,-3.529411765,0.2745098039,-2,-1.196078431,-0.07843137255,0.137254902,1.764705882,1.509803922,1.274509804,1.392156863,1.705882353,-0.2941176471,1.882352941
"109","P14317_T308",-1.588235294,0.3725490196,-2.058823529,-1.980392157,-0.1960784314,-4.078431373,0.07843137255,0.2549019608,-0.8235294118,-3.450980392,0.4901960784,-1.803921569,-0.2352941176,-3.431372549,-2.823529412,0.862745098,-0.862745098,-4.176470588,-0.6862745098,-0.2352941176,0.2156862745,0.2156862745,1.078431373,-0.01960784314,1.235294118,0.6274509804,0.9803921569,1.137254902,0.7450980392,1.117647059
"110","Q96P48_S1435",-3.254901961,-1.823529412,-4.666666667,-5,-3.019607843,-5,-4.176470588,-2.843137255,-5,-5,-5,-5,-1.843137255,-4.098039216,-5,-2.764705882,-5,-5,-1.960784314,-1.254901961,-3.666666667,2.68627451,0.5294117647,2.37254902,-1.019607843,0.4117647059,1.941176471,2.352941176,0.9215686275,1.117647059
"111","Q32MZ4_S768",-5,-0.3137254902,-0.2745098039,0.03921568627,-5,0.5098039216,0.2352941176,-5,-0.6470588235,-5,-3.078431373,-5,-0.2352941176,-0.4901960784,-3.215686275,-5,1.176470588,-0.1176470588,1.039215686,-0.5294117647,0.7058823529,0.4901960784,0.3921568627,1.058823529,1.254901961,0.1568627451,1.215686275,0.431372549,0.2156862745,0.6862745098
"112","Q8NF50_S451",-2,-0.5882352941,-0.7254901961,-0.8823529412,-0.4705882353,-2.450980392,-0.7843137255,0.7058823529,-1.960784314,-1.745098039,1.039215686,-1.450980392,-0.6666666667,-1.725490196,-0.9019607843,-0.09803921569,-0.4117647059,-3.019607843,-0.431372549,0.1176470588,0.8235294118,-0.1568627451,1.509803922,1.019607843,0.7254901961,-0.3529411765,0.6078431373,0.9019607843,1.039215686,0.4509803922
"113","O15523_S592",-2.568627451,-0.2156862745,-1.098039216,-2.68627451,-2.019607843,-3.294117647,-2.411764706,-1.333333333,-5,-0.4509803922,0.3137254902,-5,-0.6666666667,-2.647058824,-0.01960784314,1.450980392,-1.392156863,-4.470588235,0.3529411765,-0.8823529412,0.01960784314,0.4901960784,0.1764705882,1.333333333,1.62745098,0.9607843137,1.274509804,0.9411764706,-0.2549019608,1.254901961
"114","P08670_S49",-1.431372549,0.1568627451,-0.8039215686,-1.509803922,-0.568627451,-2.705882353,-1.843137255,-0.8823529412,-0.9411764706,-2.862745098,0.09803921569,-2.215686275,0.3137254902,-1.392156863,-5,0.5294117647,-3.921568627,-1.098039216,-0.01960784314,0.1764705882,0.3333333333,0.05882352941,-0.1176470588,1.215686275,1.274509804,0.3333333333,1.529411765,1.901960784,1.117647059,-1.823529412
"115","Q8IY17_S411",-3.823529412,0.3921568627,0.4705882353,-1.568627451,0.01960784314,-5,-0.01960784314,0.07843137255,-5,-1,-1.960784314,-5,-2.156862745,-5,-5,0.2352941176,-2.68627451,-2.666666667,-1.37254902,0.7647058824,0.7843137255,0.8039215686,-0.1568627451,-0.6274509804,2.137254902,0.7843137255,0.8431372549,0.6274509804,0.7450980392,1.607843137
"116","P02545_S12",-2.941176471,-3.490196078,-2.215686275,-2.470588235,-1.921568627,-2.509803922,-1.529411765,-1.901960784,-3.039215686,-1.588235294,-2.176470588,-4.352941176,-3.411764706,-1.431372549,0.9411764706,-0.1960784314,-2.254901961,-2.745098039,-1.725490196,-1.352941176,0.7647058824,1,1.470588235,-0.05882352941,2.078431373,2,0.4509803922,2.176470588,-0.2156862745,-0.1176470588
"117","O95544_S64",-1.568627451,-0.5098039216,-2.294117647,-3.431372549,-4.803921569,-5,-2.352941176,-4.31372549,-2.529411765,-4.098039216,-0.2941176471,-3.745098039,-0.1764705882,-3.196078431,-5,-0.5882352941,-0.7450980392,-4.294117647,-1.019607843,-2.549019608,-2.588235294,1.37254902,0.3921568627,2.058823529,1.509803922,2.411764706,1.647058824,1.607843137,-1.68627451,0.4901960784
"118","Q09666_S5552",-5,-1.823529412,-0.6078431373,-5,-4.117647059,-5,-1.745098039,-2.411764706,-5,-5,-1.137254902,-4.450980392,-4.549019608,-2.294117647,-5,-0.03921568627,0.5490196078,0.6862745098,1.843137255,1.411764706,-2.019607843,2.235294118,1.019607843,1.254901961,1.31372549,-1.862745098,-0.09803921569,1.607843137,-0.2549019608,-1.31372549
"119","Q3V6T2_S1417",-1.37254902,-1.019607843,-0.6470588235,-0.1764705882,-2.176470588,-0.8039215686,-1.803921569,-2.607843137,-0.9019607843,-0.4509803922,1.176470588,-0.3333333333,-5,-0.4117647059,-5,-2.392156863,-1.352941176,-5,0.568627451,-1.568627451,0.3137254902,1.960784314,0.862745098,1.058823529,1.019607843,0.8235294118,1.588235294,-0.4117647059,0.3921568627,-0.1568627451
